pod_name    node_name
app-api-comp-0-workload-0-9c44d78bc-222bh     67
app-api-comp-0-workload-0-9c44d78bc-7sfjj     82
app-api-comp-0-workload-0-9c44d78bc-dffgl     52
app-api-comp-0-workload-0-9c44d78bc-ml4fm     45
app-api-comp-0-workload-0-9c44d78bc-sdwbx     77
app-api-comp-0-workload-0-9c44d78bc-xmgcz     63
app-api-comp-0-workload-0-9c44d78bc-xrnj6     80
app-api-comp-0-workload-1-85c94b654f-4s2wd    57
app-api-comp-0-workload-1-85c94b654f-dshww    66
app-api-comp-0-workload-1-85c94b654f-mfphm    14
app-api-comp-0-workload-1-85c94b654f-qx558    85
app-api-comp-0-workload-10-8588c5f894-69rms   <none>
app-api-comp-0-workload-10-8588c5f894-gzr4c   <none>
app-api-comp-0-workload-10-8588c5f894-h4knv   <none>
app-api-comp-0-workload-10-8588c5f894-k4mzn   <none>
app-api-comp-0-workload-10-8588c5f894-nwdgp   <none>
app-api-comp-0-workload-10-8588c5f894-szd9t   <none>
app-api-comp-0-workload-10-8588c5f894-xrxrg   <none>
app-api-comp-0-workload-10-8588c5f894-zhh2n   <none>
app-api-comp-0-workload-11-597c57d8c4-4dr8w   47
app-api-comp-0-workload-11-597c57d8c4-5hxk7   60
app-api-comp-0-workload-11-597c57d8c4-77zn5   72
app-api-comp-0-workload-11-597c57d8c4-d52hm   56
app-api-comp-0-workload-11-597c57d8c4-fv7nf   53
app-api-comp-0-workload-11-597c57d8c4-lzdqg   58
app-api-comp-0-workload-11-597c57d8c4-nlm68   68
app-api-comp-0-workload-11-597c57d8c4-zf64b   49
app-api-comp-0-workload-12-558674f6d-9q8k2    85
app-api-comp-0-workload-12-558674f6d-bsw8f    97
app-api-comp-0-workload-12-558674f6d-fz78h    74
app-api-comp-0-workload-12-558674f6d-p4gn7    17
app-api-comp-0-workload-12-558674f6d-q8q8k    16
app-api-comp-0-workload-12-558674f6d-tbg5g    99
app-api-comp-0-workload-12-558674f6d-v5fhf    78
app-api-comp-0-workload-12-558674f6d-x9dqw    9
app-api-comp-0-workload-13-86b45b584f-8qkrm   8
app-api-comp-0-workload-13-86b45b584f-9hpwr   91
app-api-comp-0-workload-13-86b45b584f-cj8hc   86
app-api-comp-0-workload-13-86b45b584f-d7j5p   76
app-api-comp-0-workload-13-86b45b584f-kvvts   95
app-api-comp-0-workload-13-86b45b584f-vwq5j   9
app-api-comp-0-workload-13-86b45b584f-x8m77   46
app-api-comp-0-workload-14-674cc64bd-5d89d    69
app-api-comp-0-workload-14-674cc64bd-b6ccx    93
app-api-comp-0-workload-14-674cc64bd-c4s6z    94
app-api-comp-0-workload-14-674cc64bd-dkq5r    75
app-api-comp-0-workload-14-674cc64bd-jgn8v    65
app-api-comp-0-workload-14-674cc64bd-r4rxp    70
app-api-comp-0-workload-14-674cc64bd-vb2rw    73
app-api-comp-0-workload-15-d8c494699-7b5hg    17
app-api-comp-0-workload-15-d8c494699-d6tz8    8
