pod_name    node_name
app-api-comp-0-workload-0-9bb95cb77-b42ch      164
app-api-comp-0-workload-0-9bb95cb77-bhkcg      224
app-api-comp-0-workload-0-9bb95cb77-r4xnk      298
app-api-comp-0-workload-0-9bb95cb77-rd28g      257
app-api-comp-0-workload-0-9bb95cb77-xzsvh      165
app-api-comp-0-workload-1-8449d45896-4nvfb     193
app-api-comp-0-workload-1-8449d45896-6d7cs     134
app-api-comp-0-workload-1-8449d45896-86rbk     213
app-api-comp-0-workload-1-8449d45896-dx7jl     178
app-api-comp-0-workload-1-8449d45896-j7zzx     200
app-api-comp-0-workload-1-8449d45896-qp5km     289
app-api-comp-0-workload-1-8449d45896-x7t2x     22
app-api-comp-0-workload-10-7754d8d9f8-2mk9b    251
app-api-comp-0-workload-10-7754d8d9f8-65ng6    205
app-api-comp-0-workload-10-7754d8d9f8-8lfpm    269
app-api-comp-0-workload-10-7754d8d9f8-c8765    244
app-api-comp-0-workload-10-7754d8d9f8-f8g4f    51
app-api-comp-0-workload-10-7754d8d9f8-gn2rl    151
app-api-comp-0-workload-10-7754d8d9f8-nsvl2    162
app-api-comp-0-workload-10-7754d8d9f8-skthq    257
app-api-comp-0-workload-10-7754d8d9f8-tbmz6    165
app-api-comp-0-workload-10-7754d8d9f8-trscv    149
app-api-comp-0-workload-11-6c57b5485f-29cf8    203
app-api-comp-0-workload-11-6c57b5485f-9vt8q    182
app-api-comp-0-workload-11-6c57b5485f-r96g4    273
app-api-comp-0-workload-11-6c57b5485f-rqkrb    220
app-api-comp-0-workload-11-6c57b5485f-s48rt    179
app-api-comp-0-workload-12-c6d9bb6d4-254dw     204
app-api-comp-0-workload-12-c6d9bb6d4-5g2j7     237
app-api-comp-0-workload-12-c6d9bb6d4-6b6h8     174
app-api-comp-0-workload-12-c6d9bb6d4-bkgn8     210
app-api-comp-0-workload-12-c6d9bb6d4-bv648     246
app-api-comp-0-workload-12-c6d9bb6d4-g8rc9     294
app-api-comp-0-workload-12-c6d9bb6d4-lfsrm     192
app-api-comp-0-workload-12-c6d9bb6d4-n7xg5     256
app-api-comp-0-workload-12-c6d9bb6d4-zqd8q     249
app-api-comp-0-workload-13-6fc4459899-5dpp9    262
app-api-comp-0-workload-13-6fc4459899-5ttm8    230
app-api-comp-0-workload-13-6fc4459899-g4q5f    270
app-api-comp-0-workload-13-6fc4459899-kmbrk    197
app-api-comp-0-workload-13-6fc4459899-l8c85    141
